,Shop Name,Address 1,Address 2,City,State/Province,Zip/Postcode,Country,Website,Phone,Email,Added,Updated,CBD,Biz Type,MJ,Kratom,Buyer name
,Fly Zone 2,4247 Mariner Blvd,,Spring Hill,FL,34609,US,https://flyzone2.business.site/,3522933719,springhilltobaccoshop@gmail.com,2018-12-03,12/13/2020,Yes,S,CBD,Yes,
,House Of Clouds,5168 Mariner Blvd,,Spring Hill,FL,34609,US,,3527019445,,2021-10-10,,Yes,V,CBD,,
,Innevape E-Liquids - Spring Hill,2390 Commercial Way,,Spring Hill,FL,34606,US,http://www.innevape.com/,3526007884,contact@innevape.com,2018-08-06,12/25/2019,,V,,,
,Smokerz,8008 Spring Hill Dr,,Spring Hill,FL,34606,US,,3523405632,,2019-10-01,,Yes,S,CBD,Yes,
,Spring Hill CBD Smoke Shop,5443 Spring Hill Dr,,Spring Hill,FL,34606,US,https://springhillcbdshop.com/,3526104159,springhillsmoke@gmail.com,2021-10-19,,Yes,H,CBD,Yes,
,Stogies Smoke Shop,4596 Commercial Way,,Spring Hill,FL,34606,US,https://www.smokeshopspringhillfl.com/,3526007997,dcutty1@yahoo.com,2019-01-04,,Yes,S,CBD,Yes,
,The Hemp Dispensary,6175 Deltona Blvd Ste 104,,Spring Hill,FL,34606,US,http://thehempdispensary.org/,3523405860,flhempllc@gmail.com,2020-05-05,4/27/2022,Yes,C,CBD,,
,The Hemp Dispensary - Spring Hill East,14312 Spring Hill Dr,,Spring Hill,FL,34609,US,https://www.thehempdispensary.org/,3525155370,flhempllc@gmail.com,2022-04-27,4/27/2022,Yes,C,CBD,,
,The Yellow Lemon Smoke Shop and Vape Shop,3065 Anderson Snow Rd,,Spring Hill,FL,34609,US,http://www.theyellowlemonsmokeandvape.com/,3525934335,,2021-10-19,,Yes,S,CBD,,
,Tobacco Depot,13469 County Line Rd,,Spring Hill,FL,34609,US,http://tobaccodepot.com,3527972847,store_715@tobaccodepot.com,2018-10-25,,,T,,,
,Vapor,11160 Spring Hill Dr,,Spring Hill,FL,34609,US,,,,2019-09-24,,Yes,V,CBD,,
,"Your CBD Store - Spring Hill, FL",3511 Commercial Way,,Spring Hill,FL,34606,US,https://cbdrx4u.com/,3523401000,,2019-09-11,9/11/2019,Yes,C,CBD,,
,Zero G Vape & Smoke,11069 Spring Hill Dr,,Spring Hill,FL,34608,US,https://springhillsmokeshop.com/,3526008100,zerogsmoke@gmail.com,2020-12-31,2/28/2021,Yes,S,CBD,Yes,
,Smokers Depot,20 Hypolita St,,St Augustine,FL,32084,US,,9049072154,,2021-10-12,,,S,,,
,Tobacco & Beverage Express,70 Masters Dr,,St Augustine,FL,32084,US,,9047702769,,2020-05-11,,,T,,,
,DownSouth Vapors,4517 Old Canoe Creek Rd,,St Cloud,FL,34769,US,,4079084682,,2019-04-07,,,V,,,
,Tobacco Unlimited,4425 13th St,,St Cloud,FL,34769,US,,4075563995,tobaccounlimited5407@gmail.com,2020-02-25,,Yes,S,CBD,,
,Tobacco Vapor Time,3368 Canoe Creek Rd,,St Cloud,FL,34772,US,,4075936515,,2020-02-19,,Yes,T,CBD,,
,Fuzion Vapor,2229 County Rd 210,,St Johns,FL,32259,US,http://www.fuzionvapor.com/,9042177244,support@fuzionvapor.com,2019-11-12,11/12/2019,Yes,V,CBD,,
,CBD American Shaman St Pete Beach,4715 Gulf Blvd,,St Pete Beach,FL,33706,US,https://cbdamericanshaman.com/,7277558585,mgplaster@peace-wellness.com,2019-11-11,,Yes,C,CBD,,
,One Love Tobacco & Gifts,7116 Gulf Blvd,,St Pete Beach,FL,33706,US,https://www.onelovesmoke.shop/,7273604444,,2019-08-07,8/7/2019,Yes,S,CBD,Yes,
,The Cosmic Fish Smoke Shop,6701 4th St N,,St Petersburg,FL,33702,US,,7272170420,,2019-01-04,,Yes,H,CBD,Yes,
,Happy Puffer,6295 Gulf Blvd Ste 1,,St Petersburg Beach,FL,33706,US,,7272201179,1happypuffer@gmail.com,2021-10-17,10/17/2021,Yes,S,CBD,,
,CBD American Shaman of Saint Augustine,1060 S Ponce De Leon Blvd,,St. Augustine,FL,32084,US,https://cbdamericanshaman.com/,9043422365,cbdofstaugustine@gmail.com,2019-11-11,,Yes,C,CBD,,
,CBD Supply House,215 W King St,,St. Augustine,FL,32084,US,,9048068524,cbdsupplyhouse@gmail.com,2020-12-02,12/2/2020,Yes,C,CBD,,
,Draggin Vapors,2730 FL-16 Ste 106,,St. Augustine,FL,32092,US,http://www.vapor.uno/,9043420347,1@vapor.uno,2018-08-06,8/24/2019,Yes,V,CBD,Yes,
,Rise N Vape Smoke Shop,113 King St,,St. Augustine,FL,32084,US,https://www.risenvape.com/,9044847017,risenvape@gmail.com,2021-07-16,,Yes,S,CBD,Yes,
,Smokeology,2700 FL-16 Ste 814,,St. Augustine,FL,32092,US,,9047046664,,2021-10-12,,Yes,S,CBD,,
,Smokers Depot,525 FL-16 Ste 113,,St. Augustine,FL,32084,US,,9043425043,,2019-01-04,3/11/2020,,S,,Yes,
,Time Warp Smoke Shop,212 San Marco Ave Ste A,,St. Augustine,FL,32084,US,http://timewarpsmokeshop.com,9048271212,timewarpsmokeshop@att.net,2018-11-24,,,S,,Yes,
,Vapor Smoke Shop,1770 A1A S,,St. Augustine,FL,32080,US,,9044610292,,2019-10-07,10/7/2019,Yes,S,CBD,,
,Wade's World Smoke Shop,804 Anastasia Blvd #B,,St. Augustine,FL,32080,US,http://www.wadesworldglassgallery.com/,9042178396,info@wadesworldsmokeshop.com,2018-11-02,10/14/2021,,S,,,
,4th Street Kava House,9345 4th St N,,St. Petersburg,FL,33702,US,https://4thstkavahouse.com/,7275776300,nick@lizardjuice.com,2018-09-30,12/2/2019,Yes,V,CBD,Yes,
,Asylum Sights & Sounds,6566 Central Ave,,St. Petersburg,FL,33710,US,,7273841221,,2018-11-23,11/23/2018,Yes,H,CBD,,
,Botava Life,177 9th St N,,St. Petersburg,FL,33713,US,https://botava.life/,7278516774,brentex@gmail.com,2021-10-15,10/15/2021,Yes,C,CBD,Yes,
,"CBD American Shaman St. Petersburg, FL",7208 Central Ave,,St. Petersburg,FL,33707,US,,7272562584,americanshaman2700.1@gmail.com,2019-11-08,11/8/2019,Yes,C,CBD,,
,Central Ave Vapors,1610 Central Ave,,St. Petersburg,FL,33712,US,http://www.centralavevapors.com/,7278519045,centralavevapors@gmail.com,2017-01-02,3/25/2019,Yes,V,CBD,,
,Clear Gold CBD,5901 Sun Blvd Ste 106,,St. Petersburg,FL,33715,US,https://mycleargold.com,7276874095,info@mycleargold.com,2021-10-16,,Yes,C,CBD,,
,Florida's Natural Farmacy,2370 Dr MLK Jr St N,,St. Petersburg,FL,33704,US,,7272026006,info@floridasnaturalfarmacy.com,2020-03-15,3/15/2020,Yes,C,CBD,Yes,
,Fourward Glass Gallery and Smoke Shop,1000 Central Ave,,St. Petersburg,FL,33701,US,http://www.fourwardglass.com/,7274339991,fourwardglass@gmail.com,2019-11-07,11/8/2019,Yes,H,CBD,,
,HotWax Glass St Pete,955 Central Ave,,St. Petersburg,FL,33705,US,http://www.hotwaxglass.com/,7275928086,hotwaxglassco@gmail.com,2018-08-06,9/30/2019,Yes,S,CBD,Yes,
,Jack and Jill Adult Superstore,3627 Tyrone Blvd N,,St. Petersburg,FL,33710,US,https://www.jackandjilladult.com,7273471866,jackandjilladult@icloud.com,2019-06-15,,,O,,,
,Johnny's Smoke Shop & Kava Bar,650 Central Ave,,St. Petersburg,FL,33701,US,,7273279007,johnnyssmokeshopfl@gmail.com,2018-09-10,10/17/2021,Yes,V,CBD,Yes,
,Marleys House St. Pete,773 34th St N,,St. Petersburg,FL,33713,US,https://mhsmokeshop.com/,7279144321,,2018-09-10,5/26/2020,Yes,H,CBD,Yes,
,My Florida Green,1114 Central Ave #K,,St. Petersburg,FL,33705,US,https://myfloridagreen.com/,7273696230,info@myfloridagreen.com,2021-10-11,,Yes,C,CBD,,
,Purple Haze,3809 Tyrone Blvd,,St. Petersburg,FL,33709,US,https://www.purplehazetobacco.com/,7273287473,,2018-09-11,,Yes,S,CBD,,
,Purple Haze Of St. Pete,1427 34th St S,,St. Petersburg,FL,33711,US,,7273287473,,2018-09-11,3/3/2020,Yes,S,CBD,,
,Smoke City,6346 4th St N,,St. Petersburg,FL,33702,US,http://www.smokecityfl.com,7272019142,,2018-12-18,,Yes,H,CBD,Yes,
,St. Pete Vape,6634 Central Ave,,St. Petersburg,FL,33707,US,http://vapingstpete.com/,7273458273,elaine.eull@gmail.com,2018-09-30,,,V,,,
,The Good Life Smoke Shop,4635 4th St N,,St. Petersburg,FL,33703,US,,7275227473,,2021-10-19,,Yes,S,CBD,,
,The Greenz Room,1610 Central Ave Ste B,,St. Petersburg,FL,33712,US,http://thegreenzroom.com,7275757153,thegreenzroom@gmail.com,2018-11-17,,Yes,H,CBD,Yes,
,Tubular Tokes,2428 Central Ave,,St. Petersburg,FL,33712,US,,7272588228,,2021-10-18,,Yes,S,CBD,Yes,
,Vapor Road,4940 66th St N,,St. Petersburg,FL,33709,US,http://vaporroadflorida.com/,7276855595,info@vaporroadflorida.com,2018-09-19,,,V,,Yes,
,Vapor Road,3708 49th St N,,St. Petersburg,FL,33710,US,http://vaporroadflorida.com/,7273505290,info@vaporroadflorida.com,2018-09-19,,,V,,Yes,
,Vapor Road,3334 Tyrone Blvd N,,St. Petersburg,FL,33710,US,http://vaporroadflorida.com/,7273505842,info@vaporroadflorida.com,2018-09-06,3/8/2020,Yes,V,CBD,Yes,
,Vapor Road,1300 34th St N Unit C,,St. Petersburg,FL,33713,US,http://vaporroadflorida.com/,7274988525,vaporroad1@gmail.com,2018-09-16,,,V,,Yes,
,Vapor Vault,8424 4th St N Ste L,,St. Petersburg,FL,33702,US,http://ivaporvault.com/,7279144938,ivaporvault@gmail.com,2014-08-30,1/31/2019,,V,,,
,Vibez Vapor Smoke Shop,10730 Gandy Blvd Ste A,,St. Petersburg,FL,33702,US,,7273172000,vibezsmoke@gmail.com,2021-10-01,10/1/2021,Yes,S,CBD,Yes,
,"Your CBD Store - St. Petersburg, FL",1219 Dr. M.L.K. Jr. St N,,St. Petersburg,FL,33701,US,https://cbdrx4u.com/,7277670596,stpete@cbdrx4u.com,2019-09-11,9/11/2019,Yes,C,CBD,,
,Big House of Vapors,1601 N Temple Ave,,Starke,FL,32091,US,,9043339300,,2019-07-24,,Yes,V,CBD,,
,Blow n Out Vapor,2323 NW Federal Hwy,,Stuart,FL,34994,US,http://www.blownoutvapor.co/,7722618017,blownoutvapor@gmail.com,2014-09-23,3/24/2019,Yes,V,CBD,,
,CBD of Jensen Beach,2761 NW Federal Hwy,,Stuart,FL,34994,US,,7724443820,,2020-11-27,11/27/2020,Yes,C,CBD,,
,Coastline Vapor of Stuart,1596 SE Federal Hwy Ste B,,Stuart,FL,34994,US,,7722831266,fl_ins@bellsouth.net,2019-04-01,,Yes,V,CBD,Yes,
,Glass Chamber,605 Colorado Ave,,Stuart,FL,34994,US,https://glasschamberfl.com/,7726007811,glasschamber561@gmail.com,2018-08-06,7/31/2019,Yes,S,CBD,Yes,
,Mr Smoke,1942 SE Federal Hwy,,Stuart,FL,34994,US,,7723209342,mr.smoke1942@gmail.com,2021-02-11,2/11/2021,Yes,S,CBD,Yes,
,Peace Avenue Smoke Shop,857 NW Federal Hwy,,Stuart,FL,34994,US,https://peaceavenuesmokeshop.com/,7726924715,peaceavenuesmokeshop@yahoo.com,2019-01-02,6/20/2021,Yes,H,CBD,Yes,
,Skunkz Tobacco,4326 SE Federal Hwy,,Stuart,FL,34997,US,,7722664241,,2019-01-03,1/3/2019,Yes,S,CBD,Yes,
,Smokin Premiums - Downtown Stuart,3 SW Flagler Ave,,Stuart,FL,34994,US,http://www.smokinpremiums.com/,7722864781,smokinpremiumspc@gmail.com,2019-10-15,10/4/2021,,T,,,
,Stuart Discount Vape & Tobacco,3260 SE Dixie Hwy,,Stuart,FL,34997,US,https://stuart-discount-vape-tobacco.business.site/,7722195992,,2020-12-28,,Yes,S,CBD,Yes,
,Vapor Shark,2860 NW Federal Hwy,,Stuart,FL,34994,US,https://www.vaporshark.com/,7722521961,support@vaporshark.com,2018-09-08,3/11/2020,,V,,,
,"Your CBD Store - Stuart, FL",1702 NW Federal Hwy,,Stuart,FL,34994,US,https://cbdrx4u.com,7724058116,stuart586@cbdrx4u.com,2020-12-06,,Yes,C,CBD,,
,MMD Holistic Medicine - CBD Superstore,16850 US-441 Ste 306,,Summerfield,FL,34491,US,https://mmdholisticmedicine.com/,3527023444,sales@mmdholisticmedicine.com,2021-03-12,,Yes,C,CBD,,
,Rise N Vape Smoke Shop,16670 US-441 Ste 103,,Summerfield,FL,34491,US,https://www.risenvape.com/,3523479009,risenvape@gmail.com,2019-06-27,7/16/2021,Yes,S,CBD,Yes,
,Sacred Leaf Villages,17860 SE 109th Ave #627,,Summerfield,FL,34491,US,https://www.sacredleaf.com/,3523073599,support@sacredleaf.com,2021-01-14,,Yes,C,CBD,,
,Tobacco Depot,4886 Sun City Center Blvd,,Sun City,FL,33573,US,http://tobaccodepot.com,8136336676,store_724@tobaccodepot.com,2018-09-25,,,T,,,
,Your CBD Store,791 Cortaro Dr,,Sun City Center,FL,33573,US,https://cbdrx4u.com,8133313841,suncitycenter683@cbdrx4u.com,2020-12-05,,Yes,C,CBD,,
,Elite Hemp Products,8411 W Oakland Park Blvd #300,,Sunrise,FL,33351,US,https://www.elitehempproducts.com/,8448568838,elitehempproducts@gmail.com,2020-12-04,,Yes,C,CBD,,
,Sam Smoke Shop,2126 N University Dr,,Sunrise,FL,33322,US,https://www.facebook.com/sam-smoke-shop-723603281050960/,9545330350,,2018-12-23,,Yes,S,CBD,Yes,
,Smoke Box,3852 N University Dr,,Sunrise,FL,33351,US,https://smoke-box-inc.hub.biz/,9547493233,,2019-01-04,1/4/2019,Yes,S,CBD,Yes,
,Smoke Day,4395 N University Dr,,Sunrise,FL,33351,US,,9544513342,,2020-02-18,,Yes,S,CBD,Yes,
,Smoke Valley Smoke Shop,141 NW 136th Ave,,Sunrise,FL,33325,US,https://smokevalleysmokeshop.com/,9543068589,smokevalleywest@gmail.com,2021-09-27,9/27/2021,Yes,S,CBD,Yes,
,Sunrise Hemp Supply,2540 N University Dr,,Sunrise,FL,33322,US,https://www.sunrisehempsupply.com/,9545335815,cbddistrictusa@gmail.com,2020-11-24,,Yes,C,CBD,,
,Uvape N Smoke,2668 N University Dr,,Sunrise,FL,33322,US,https://uvapefl.com,9545339484,orders@uvapefl.com,2020-12-12,,Yes,S,CBD,Yes,
,Vapor Buy,8907 W Oakland Park Blvd,,Sunrise,FL,33351,US,http://www.vapor-buy.com/,9542458259,info@vapor-buy.com,2018-09-09,4/7/2020,Yes,V,CBD,Yes,
,Vapor Shark,15974 W State Rd 84,,Sunrise,FL,33326,US,http://www.vaporshark.com/,9548801766,support@vaporshark.com,2019-10-07,,Yes,V,CBD,,
,"Your CBD Store - Sunrise, FL",3801 University Dr,,Sunrise,FL,33351,US,https://cbdrx4u.com/find-us/florida/sunrise,9549990808,sunrise607@cbdrx4u.com,2021-06-03,,Yes,C,CBD,,
,101 Smoke Shop,3305 Capital Cir NE,,Tallahassee,FL,32308,US,,8505310040,,2019-06-10,,,S,,,
,18 Plus Smoke Shop,2320 Apalachee Pkwy Ste H,,Tallahassee,FL,32301,US,https://18plussmokeshop.business.site/,8507656006,eighteenplussmokeshop@gmail.com,2021-10-14,,Yes,S,CBD,,
,18 Plus Vapor & Smoke Shop,1964 W Tennessee St #21,,Tallahassee,FL,32304,US,https://18plussmokeshop.business.site/,8507275187,eighteenplussmokeshop@gmail.com,2021-10-14,,Yes,S,CBD,,
,A1 Smoke Shop,2418 N Monroe St,,Tallahassee,FL,32303,US,,8507278309,a1smokeshop89@gmail.com,2019-07-15,,Yes,S,CBD,,
,ASAP Smoke Shop,2550 W Pensacola St Unit A,,Tallahassee,FL,32304,US,http://smokeshoptallahassee.com/,8502100244,,2018-07-03,10/14/2018,,S,,,
,ASAP Smoke Shop,1505 Jackson Bluff Rd,,Tallahassee,FL,32304,US,http://smokeshoptallahassee.com/,8506294670,,2018-07-03,7/18/2019,,S,,,
,ASAP Smoke Shop,131 East Orange Ave,,Tallahassee,FL,32301,US,http://smokeshoptallahassee.com/,8502100344,support@asapsmoke.com,2018-07-03,10/14/2018,,S,,,
,Campus Smoke Shop,1525 W Tennessee St Unit 203,,Tallahassee,FL,32304,US,http://www.campussmokeshop.com/,8508770616,info@campussmokeshop.com,2018-08-06,8/25/2019,Yes,S,CBD,,
,GrowHealthy - Tallahassee,1787 West Tennessee St,,Tallahassee,FL,32304,US,http://growhealthy.com/,8505186030,support@growhealthy.com,2020-01-31,,Yes,C,CBD,,
,Hemporum,3839 N Monroe St #3,,Tallahassee,FL,32303,US,https://www.hemporum.com/,8502709673,support@hemporum.com,2021-01-28,,Yes,C,CBD,,
,Heritage Glass Gallery,800 Capital Cir SE Ste 9,,Tallahassee,FL,32301,US,,8509996709,,2018-08-06,9/24/2019,Yes,H,CBD,Yes,
,Honest Living Vape Shoppe & Apothecary,2620 W Tennessee St #1,,Tallahassee,FL,32304,US,,8508006774,honestliving888@gmail.com,2019-12-02,,Yes,V,CBD,Yes,
,Natural Life - Tallahassee - Pensacola St,2101 W Pensacola St #3,,Tallahassee,FL,32304,US,https://www.shopnaturallife.com/,8509005182,shopnaturallife@gmail.com,2019-08-15,7/1/2021,Yes,C,CBD,Yes,
,Natural Life - Tallahassee - Thomasville Rd,1730 Thomasville Rd,,Tallahassee,FL,32303,US,https://www.shopnaturallife.com/,8507653340,,2019-08-15,8/15/2019,Yes,C,CBD,Yes,
,Pensacola Smoke Shop,2401 W Pensacola St Unit E,,Tallahassee,FL,32304,US,http://pensacolasmokeshops.com/,8509998101,pensacolasmokeshop@gmail.com,2018-10-31,1/19/2019,,S,,,
,Puff 4 Less,2504 W Tennessee St,,Tallahassee,FL,32304,US,,8502709156,puff4less@gmail.com,2018-11-30,1/26/2020,Yes,S,CBD,Yes,
,Rooster Puffs Smoke Shop,833 W Gaines St Ste 101,,Tallahassee,FL,32304,US,,8509005561,roosterpuffs@gmail.com,2021-10-18,,,S,,,
,Rooster Puffs Smoke Shop,666 W Tennessee St Ste 2,,Tallahassee,FL,32304,US,,8507656096,roosterpuffs@gmail.com,2021-10-18,,,S,,,
,Smoke + Flower,730 West Gaines St,,Tallahassee,FL,32304,US,https://www.smokeandflower.com/,7865468056,smokeandflower@gmail.com,2021-10-16,10/16/2021,Yes,H,CBD,,
,Smoke City Discount,2025 S Adams St,,Tallahassee,FL,32301,US,,8503548657,,2020-02-17,,Yes,S,CBD,Yes,
,Tallulah CBD + Juicebar,1410 Market St #C-4,,Tallahassee,FL,32312,US,https://tallahasseecbd.com/,8503206465,tallahasseecbd@gmail.com,2020-11-05,,Yes,C,CBD,,
,Tobacco Leaf Smokeshop and Glass Gallery,2256 W Pensacola St,,Tallahassee,FL,32304,US,http://www.tobaccoleafonline.com/,8502100420,tleafonline@gmail.com,2018-09-21,,Yes,S,CBD,,
,Tobacco Outlet,1525 W Tharpe St,,Tallahassee,FL,32303,US,,8507275754,,2020-07-06,,Yes,S,CBD,,
,Vape Haven,6265 Old Water Oak Rd #102-B,,Tallahassee,FL,32312,US,https://www.facebook.com/vapehavenfl,8509005995,,2018-09-16,,Yes,V,CBD,,
,Vape On Tallahassee,2784 Capital Cir NE Ste 1,,Tallahassee,FL,32308,US,http://www.vapeontallahassee.com/,8507653002,vapeontallahassee@gmail.com,2015-05-02,12/29/2018,,V,,,
,Xtreme Gift Shop and Smoke Shop,2695 Capital Cir NE Ste 3,,Tallahassee,FL,32308,US,http://xtremegiftshop.net/,8503292483,,2019-09-03,,Yes,S,CBD,Yes,
,"Your CBD Store - Tallahassee, FL",1519 Capital Cir NE #34,,Tallahassee,FL,32308,US,https://cbdrx4u.com/,8505366191,tallahasseefl@cbdrx4u.com,2019-09-11,9/11/2019,Yes,C,CBD,,
,My Smoke Stash,6418 N University Dr,,Tamarac,FL,33321,US,https://mysmokestash420.com/,7542054111,,2019-01-04,1/4/2019,Yes,S,CBD,Yes,
,A&Z Smoke Shop,1414 E Fletcher Ave,,Tampa,FL,33612,US,,8132527898,azsmoke21@gmail.com,2021-12-23,12/23/2021,Yes,S,CBD,,
,Affluent Wellness and Vapor Lounge,204 E Bearss Ave,,Tampa,FL,33613,US,,8132846603,,2019-07-16,,Yes,V,CBD,Yes,
,Angel's Smoke Shop,4040 W Waters Ave Ste 101,,Tampa,FL,33614,US,,8138900200,,2018-12-23,,Yes,S,CBD,Yes,
,Area 51 Smoke Shop,2367 E Fowler Ave,,Tampa,FL,33612,US,https://www.51smokes.com,8134424253,,2021-11-12,11/12/2021,Yes,S,CBD,,
,Art Of Smoke,2814 E Bearss Ave,,Tampa,FL,33613,US,,8135588602,artofsmokegallery@gmail.com,2019-01-02,,,H,,,
,BattleBuds,2608 N Armenia Ave,,Tampa,FL,33607,US,https://www.battlebudsusa.com/,8136947109,info@battlebudsusa.com,2020-08-19,,Yes,C,CBD,,
,Best Smoke,2120 S MacDill Ave Unit D,,Tampa,FL,33629,US,http://bestsmoke.net,8132524668,info@bestsmoke.net,2018-08-06,2/25/2021,Yes,S,CBD,Yes,
,Better Daze Smoke Shop,8130 W Waters Ave Ste 100,,Tampa,FL,33615,US,,8138868273,,2018-08-06,12/15/2019,Yes,S,CBD,Yes,
,Bliss Wellness Market,13721 N Dale Mabry Hwy,,Tampa,FL,33618,US,http://blisswellnessmarket.com,8134353991,blisswellnessmarket@gmail.com,2019-09-11,10/25/2020,Yes,C,CBD,,
,Bull's Eye Wellness,2214K University Square Mall,,Tampa,FL,33612,US,,7276859086,,2021-10-15,,Yes,C,CBD,Yes,
,CBD American Shaman - Carroll Way,10213 Carroll Way,,Tampa,FL,33618,US,https://cbdamericanshaman.com/,8132659131,brandon.carnes1@gmail.com,2019-11-11,11/11/2019,Yes,C,CBD,,
,Chillum,1714 E 7th Ave,,Tampa,FL,33605,US,https://chillumcbd.com,8134425390,info@chillumglass.com,2020-12-14,,Yes,H,CBD,,
,"DRIP Vapor, Beer, Kratom, Kava & CBD Bar",6166 Gunn Hwy,,Tampa,FL,33625,US,https://driptampa.com/,8139613401,info@driptampa.com,2018-08-06,12/15/2019,Yes,V,CBD,Yes,
,Evolve 5 Smoke Shop,5006 E Fowler Ave Suite Ste D,,Tampa,FL,33617,US,,8135423484,,2019-06-28,,Yes,S,CBD,,
,Green Planet Smoke Shop,15325 Amberly Dr,,Tampa,FL,33647,US,,8133749129,gpsmokeshop@gmail.com,2019-01-02,,Yes,H,CBD,Yes,
,Green Planet Smoke Shop Downtown,800 W Kennedy Blvd,,Tampa,FL,33606,US,,3525934400,,2021-10-02,10/2/2021,Yes,S,CBD,Yes,
,Gunn Smoke Shop,4107 Gunn Hwy,,Tampa,FL,33618,US,,8132526703,gunnsmokeshop@yahoo.com,2019-01-31,10/17/2021,Yes,S,CBD,Yes,
,Happy Smoke Shop,11406 N Dale Mabry Hwy Ste 201,,Tampa,FL,33618,US,http://happysmokeshops.business.site/,8135128534,,2019-11-23,11/23/2019,Yes,H,CBD,Yes,
,Heads Up Smoke Shop,8019 W Hillsborough Ave Ste B,,Tampa,FL,33615,US,,8132490000,,2019-06-15,6/15/2019,,S,,Yes,
,Hero Brands,4539 S Dale Mabry Hwy,,Tampa,FL,33611,US,https://www.herowse.com/,8606396663,spencer@herowse.com,2021-10-06,,Yes,C,CBD,,
,High Tide Smoking Accessories,3633 W Kennedy Blvd Ste A,,Tampa,FL,33609,US,,8138711145,,2018-11-06,,Yes,S,CBD,Yes,
,Holy Smokes Tampa,8405 N Himes Ave Unit 104,,Tampa,FL,33612,US,,8135155115,holysmokestampa@gmail.com,2019-01-02,10/17/2021,Yes,S,CBD,,
,Hookah Hookah Smoke Shop,2532 E Bearss Ave,,Tampa,FL,33613,US,,8136311212,,2018-11-27,11/27/2018,,S,,Yes,
,HotWax Glass South Tampa,410 N Dale Mabry Hwy,,Tampa,FL,33609,US,http://hotwaxglass.com/,8136003221,,2018-08-06,9/30/2019,Yes,S,CBD,Yes,
,HotWax Glass Ybor City,1524 E 7th Ave,,Tampa,FL,33605,US,http://www.hotwaxglass.com/,8132486999,hotwaxglassco@gmail.com,2018-08-06,9/30/2019,Yes,S,CBD,Yes,
,Insane Vape & Smokeshop #2,1214 E Fowler Ave,,Tampa,FL,33612,US,https://insanevapesmokeshop2.business.site/,8135706965,,2020-02-14,2/14/2020,Yes,S,CBD,Yes,
,Jack and Jill Adult Superstore,2314 N Dale Mabry Hwy,,Tampa,FL,33607,US,https://www.jackandjilladult.com,8134435358,jackandjilladult@icloud.com,2019-06-15,,,O,,,
,Johnny Smokes,4650 W Kennedy Blvd,,Tampa,FL,33609,US,https://johnnysmokes.shop/,8135915372,johnny@johnnysmokes.shop,2021-10-03,,Yes,S,CBD,Yes,
,King Corona Cigars,1523 E 7th Ave,,Tampa,FL,33605,US,https://kingcoronacigars.com/,8132419109,,2019-01-31,,,T,,,
,Kings of Vapor,6406 E Fowler Ave Ste C,,Tampa,FL,33617,US,http://kingsofvapor.com/,8136058273,orders@kingsofvapor.com,2018-09-10,5/24/2020,Yes,V,CBD,,
,Kush Cloud Smoke Shop,2118 W Busch Blvd,,Tampa,FL,33612,US,https://www.kushcloudsmokeshop.com/,8139152900,cloudvibes@hotmail.com,2018-09-10,5/24/2020,Yes,S,CBD,Yes,
,Lizard Juice Vape & Botanical Teas - Tampa/Kennedy Blvd,4555 W. Kennedy Blvd,,Tampa,FL,33609,US,https://www.lizardjuice.com/,8134898800,,2018-09-30,,,V,,Yes,
,LOHI - Downtown Tampa - CBD Kratom Kava,505 N Tampa St,,Tampa,FL,33602,US,https://www.thelohico.com/,8132212740,sales@thelohico.com,2021-03-19,,Yes,C,CBD,Yes,
,LOHI Tampa - CBD Kratom Kava,3601 W Kennedy Blvd Ste B,,Tampa,FL,33609,US,https://www.thelohico.com/,8133509275,sales@thelohico.com,2019-08-15,3/19/2021,Yes,C,CBD,Yes,
,Lux Smoke,13851 W Hillsborough Ave,,Tampa,FL,33635,US,,8134754848,,2021-10-15,,,S,,,
,Marley's House Citrus Park,6112 Gunn Hwy,,Tampa,FL,33625,US,,8132642112,,2021-10-15,,Yes,S,CBD,Yes,
,Mellow Mood,3945 W Kennedy Blvd,,Tampa,FL,33609,US,,8134434771,mellowmood3945@yahoo.com,2015-09-07,1/3/2019,,H,,,
,Mr. Smoke,11125 N Dale Mabry Hwy,,Tampa,FL,33618,US,,8132840899,mrsmoketampa@gmail.com,2018-09-10,5/27/2020,Yes,S,CBD,Yes,
,Mystify Vapor,11246 W Hillsborough Ave,,Tampa,FL,33635,US,https://www.mystifyvapor.com/,8134756967,mystifyvapor@gmail.com,2018-09-10,5/27/2020,,V,,,
,Naga Smoke Shop,7540 N Dale Mabry Hwy,,Tampa,FL,33614,US,http://www.nagasmokeshop.com/,8136094539,,2020-01-15,,,S,,Yes,
,Nicahabana Cigars,1605 7th Ave,,Tampa,FL,33605,US,https://www.nicahabanacigar.com/,8132483310,nicahabanacigars@gmail.com,2019-01-31,1/31/2019,,T,,,
,Park's Smoke Shop,3807 S Manhattan Ave,,Tampa,FL,33611,US,,8138312046,malnys3@msn.com,2018-12-21,4/25/2021,Yes,S,CBD,Yes,
,Puff'n Panda Vape and Smoke Shop,4950 Northdale Blvd Ste 102,,Tampa,FL,33624,US,,8132809224,puffnpanda@gmail.com,2021-10-18,,Yes,S,CBD,Yes,
,Purely Vapor,4323 W Kennedy Blvd,,Tampa,FL,33609,US,https://www.purelyvapor.com/,8132898273,kim@purelyvapor.com,2018-09-30,,,V,,,
